"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"630baade3671487784dfb794","1661709022","checkin","-240","5cddc985b9a5a8002c0b0173","Ripples","https://foursquare.com/v/ripples/5cddc985b9a5a8002c0b0173","0"
